"name","ra","dec","trigger_time","t90","t90_error","t90_start","trigger_name"
"GRB230210260","278.05","72.96","59985.259802839","  32.512"," 6.276","  -1.536","bn230210260"
"GRB230215612","352.97","-5.14","59990.612021408","  55.808"," 4.924","  -5.632","bn230215612"
"GRB230217912","280.771","-28.856","59992.911929276","   0.896"," 0.143","   0.096","bn230217912"
"GRB230220892","45.23","28.03","59995.892428156","  28.672"," 7.131","  -8.960","bn230220892"
"GRB230222404","292.5","-26.01","59997.404046371","  27.904"," 2.636","  -1.280","bn230222404"
"GRB230225460","150.51","42.75","60000.460398072","  67.840"," 2.187"," -49.408","bn230225460"
"GRB230225618","46.01","-31.18","60000.617586816","  51.200"," 3.338"," -29.696","bn230225618"
"GRB230227432","348.05","-50.38","60002.431981818","  15.360"," 9.018","  -3.328","bn230227432"
"GRB230228244","18.378","44.483","60003.243648069","   2.304"," 1.088","  -0.896","bn230228244"
"GRB230301278","319.14","68.3","60004.277903842","  12.288"," 2.862","  -3.072","bn230301278"
"GRB230301687","66.57","-6.96","60004.686611519","   0.768"," 0.516","  -0.640","bn230301687"
"GRB230304265","29.22","32.84","60007.264515738"," 254.469"," 0.923","  -0.256","bn230304265"
"GRB230304608","111.66","0.9","60007.60820767","  34.846"," 0.586","   0.002","bn230304608"
"GRB230304624","210.84","-43.21","60007.624419068","  28.416"," 0.572","   2.048","bn230304624"
"GRB230304918","280.74","-10.75","60007.917821714","  17.152"," 0.810","  -1.792","bn230304918"
"GRB230305052","31.45","2.41","60008.052263061","  34.816"," 1.305","  -0.256","bn230305052"
"GRB230305570","40.25","-6.58","60008.569783372","  11.008"," 0.923","  -2.048","bn230305570"
"GRB230306673","160.41","-32.55","60009.672934362","   0.640"," 0.604","  -0.640","bn230306673"
"GRB230307656","60.8576","-75.3785","60010.655632769","  34.561"," 0.572","   1.856","bn230307656"
"GRB230308564","94.91","68.46","60011.564206036","   0.576"," 0.091","   0.000","bn230308564"
"GRB230310031","257.64","-23.48","60013.031263087","  52.224"," 4.857"," -14.592","bn230310031"
"GRB230312812","329.15","9.72","60015.812196917","  11.264"," 1.145","  -5.376","bn230312812"
"GRB230313485","202.37","47.24","60016.485219986","   6.461"," 0.572","   0.003","bn230313485"
"GRB230314119","236.45","74.84","60017.119029272","  46.849"," 5.661","   0.320","bn230314119"
"GRB230316546","273.07","-64.93","60019.546184216","  30.913"," 1.280","  -4.736","bn230316546"
"GRB230320150","270.47","-57.33","60023.149583975","  16.128"," 2.064","  -0.512","bn230320150"
"GRB230320884","28.11","68.88","60023.883629056","  14.592"," 0.810","   0.256","bn230320884"
"GRB230320949","253.7","-37.04","60023.948682776","   0.832"," 1.834","  -0.320","bn230320949"
"GRB230321100","95.31","53.99","60024.100112021","   6.912"," 0.724","  -0.256","bn230321100"
"GRB230321182","63.03","29.8","60024.181756037","  81.918"," 2.110","   0.004","bn230321182"
"GRB230322873","12.3","30.72","60025.873394427"," 200.452"," 7.113"," -99.842","bn230322873"
"GRB230328582","196.83","1.14","60031.582225067","  92.674"," 1.493","  -5.376","bn230328582"
"GRB230328621","291.004","80.0095","60031.621382293","  18.880"," 1.557","  -0.640","bn230328621"
"GRB230330018","65.05","-35.22","60033.018112176","  18.944"," 4.344","  -9.216","bn230330018"
"GRB230330191","282.73","-12.55","60033.190618962","  56.061"," 2.521","   0.004","bn230330191"
"GRB230402314","96.4","-8.9","60036.314305047","  62.465"," 1.810","   0.576","bn230402314"
"GRB230404958","139.78","-3.45","60038.95841814","  65.793"," 1.810","   0.768","bn230404958"
"GRB230405627","263.21","85.52","60039.627136384","  40.704"," 5.177","  -3.584","bn230405627"
"GRB230405832","271.441","-47.069","60039.831989264","   4.288"," 0.143","   0.384","bn230405832"
"GRB230408442","277.06","7.15","60042.441509841","   4.544"," 0.746","  -1.856","bn230408442"
"GRB230409033","328.44","25.07","60043.033493384","   7.104"," 0.288","  -0.128","bn230409033"
"GRB230409626","100.49","44.92","60043.625673648","  20.224"," 1.379","   1.280","bn230409626"
"GRB230409936","195.94","-53.38","60043.935941791","  52.736"," 1.864","  -4.352","bn230409936"
"GRB230410476","352.28","22.94","60044.476390458","  22.272"," 0.722","   0.256","bn230410476"
"GRB230414334","209.54","-15.81","60048.33390028","   0.800"," 0.744","  -0.048","bn230414334"
"GRB230415474","61.71","-69.94","60049.473598778","   0.416"," 1.113","  -0.064","bn230415474"
"GRB230415867","149.56","-10.76","60049.867229536","  40.449"," 3.566","  -3.328","bn230415867"
"GRB230418883","47.44","-12.46","60052.883026556","   0.256"," 0.072","  -0.032","bn230418883"
"GRB230419568","322.37","-19.09","60053.567863412","   0.256"," 0.181","  -0.064","bn230419568"
"GRB230421405","41.704","1.119","60055.404703392","   9.728"," 3.620","  -5.120","bn230421405"
"GRB230425230","150.68","-33.87","60059.229622218","   0.528"," 0.740","  -0.016","bn230425230"
"GRB230426853","38.53","-82.4","60060.853471832","  25.856"," 0.724","   8.704","bn230426853"
"GRB230428381","121.75","-86.06","60062.381228598","   4.352"," 1.639","  -2.048","bn230428381"
"GRB230430196","29.06","60.55","60064.196229294","  12.032"," 2.721","  -0.768","bn230430196"
"GRB230430325","184.75","43.05","60064.32452321","   0.320"," 0.143","  -0.064","bn230430325"
"GRB230430368","113.85","-31.18","60064.368429744","  57.600"," 3.482","  -0.256","bn230430368"
"GRB230503847","65.99","-48.74","60067.846613853","  83.458"," 4.944","  -4.352","bn230503847"
"GRB230506214","296.12","20.41","60070.214081602","  26.369"," 2.290","   2.304","bn230506214"
"GRB230506531","326.993","44.54","60070.531467218","  38.400","12.803","   0.000","bn230506531"
"GRB230506715","134.373","45.126","60070.714779698","  23.041"," 2.360","  -3.840","bn230506715"
"GRB230510503","318.131","34.4424","60074.502858034"," 177.412"," 0.572","   2.304","bn230510503"
"GRB230510890","0.691","27.541","60074.889976998"," 466.186","22.018","   5.888","bn230510890"
"GRB230511145","262.81","-13.58","60075.144530859"," 234.245"," 2.521","  -1.280","bn230511145"
"GRB230511469","144.96","1.74","60075.468815871","  13.824"," 4.918","  -6.656","bn230511469"
"GRB230511548","222.94","-7.67","60075.547577764","  63.489"," 0.572","   6.144","bn230511548"
"GRB230511945","237.48","-17.42","60075.944655074","   0.192"," 0.143","  -0.448","bn230511945"
"GRB230512269","295.4","38.4","60076.269275615","   2.624"," 0.091","   0.000","bn230512269"
"GRB230513929","160.72","27.86","60077.928697093","   4.800"," 1.243","  -1.280","bn230513929"
"GRB230514996","29.39","18.27","60078.996035089","   5.888"," 1.846","  -1.280","bn230514996"
"GRB230516743","148.5","29.57","60080.742994926","  49.920"," 4.352","  -4.352","bn230516743"
"GRB230517462","120.67","-49.12","60081.462341426","  23.296"," 1.280","   1.536","bn230517462"
"GRB230518951","256.35","-49.62","60082.951013993","   0.896"," 0.286","  -0.768","bn230518951"
"GRB230521211","48.81","25.97","60085.210691356","   0.512"," 1.691","  -0.256","bn230521211"
"GRB230523474","129.45","29.05","60087.474411899","  18.368"," 0.923","  -3.200","bn230523474"
"GRB230524239","343.95","1.85","60088.238728533","  26.880"," 2.187","  -1.280","bn230524239"
"GRB230524255","177.47","16.34","60088.254581097","  35.329"," 1.863","   0.256","bn230524255"
"GRB230524357","13.08","-87.77","60088.357309166","  11.008"," 4.720","  -5.632","bn230524357"
"GRB230525449","45.27","69.35","60089.448707541","   0.112"," 0.080","  -0.080","bn230525449"
"GRB230527290","350.74","28.53","60091.289755971"," 105.474"," 1.145","   2.048","bn230527290"
"GRB230529330","346.84","-50","60093.329691162","  36.608"," 2.360","  -2.048","bn230529330"
"GRB230603525","294.52","-11.62","60098.524646371","  20.480"," 3.620","  -0.512","bn230603525"
"GRB230606010","166.796","36.509","60101.010163586","  15.616"," 0.923","  -0.512","bn230606010"
"GRB230608468","297.63","11.57","60103.467735497","  15.872"," 5.184","  -7.680","bn230608468"
"GRB230613373","313.71","51.96","60108.372519808","  17.408"," 0.724","  -1.536","bn230613373"
"GRB230614009","131.6","19.96","60109.008512337","  24.064"," 1.950","  -4.096","bn230614009"
"GRB230614385","110.91","-61.88","60109.3854355","  14.909"," 0.602","   0.003","bn230614385"
"GRB230614424","229.21","10.3","60109.423970768","   7.424"," 0.572","  -0.448","bn230614424"
"GRB230617926","139.45","-70.53","60112.926064777","   2.560"," 1.494","  -0.448","bn230617926"
"GRB230618227","257.51","-6.67","60113.226526965","  48.641"," 0.572","   1.536","bn230618227"
"GRB230621990","337.4","41.22","60116.989870675","  32.769"," 2.318","   0.544","bn230621990"
"GRB230625767","321.2","-18.66","60120.766790637","  63.233"," 4.382","  -0.256","bn230625767"
"GRB230626604","146.38","0.09","60121.604424148","  15.360"," 0.362","   1.792","bn230626604"
"GRB230628067","351.77","-43.85","60123.066676474","  28.673"," 1.493","  -3.072","bn230628067"
"GRB230628233","139.19","-11.54","60123.23305739","   0.256"," 0.202","  -0.256","bn230628233"
"GRB230628734","300.97","35.6","60123.733736836","  47.105"," 2.862","  -0.256","bn230628734"
"GRB230628849","175.02","12.29","60123.848976426","  19.200"," 1.493","   1.536","bn230628849"
"GRB230701025","254.8","72.91","60126.025425361","  24.832"," 4.891","  -1.024","bn230701025"
"GRB230701948","115.74","43.02","60126.947675023","   2.816"," 0.362","  -0.512","bn230701948"
"GRB230702527","92.63","-27.42","60127.527003029","   2.432"," 0.286","  -0.064","bn230702527"
"GRB230703954","315.25","47.53","60128.953557687","  17.920"," 0.572","   0.768","bn230703954"
"GRB230704821","211.98","-54.87","60129.821011994","  21.760"," 3.238"," -13.312","bn230704821"
"GRB230707141","171.476","-21.5125","60132.140879163","  28.928"," 0.572","   0.256","bn230707141"
"GRB230707782","28.55","-41.29","60132.782179277","  99.586"," 0.724","   6.400","bn230707782"
"GRB230709706","90.05","-1.31","60134.705723049","  22.272"," 0.810","   0.320","bn230709706"
"GRB230709735","267.56","-70.47","60134.735032693","   0.192"," 0.072","  -0.032","bn230709735"
"GRB230709902","218.44","-59.61","60134.902377948","   3.840"," 2.360","  -0.768","bn230709902"
"GRB230710826","26.26","-17.36","60135.826398076","  47.616"," 6.085","  -0.512","bn230710826"
"GRB230712027","153.77","28.48","60137.027236234","   0.832"," 0.859","  -0.384","bn230712027"
"GRB230712868","351.15","-42.61","60137.868023266","  16.896"," 2.560","  -7.424","bn230712868"
"GRB230713999","122.79","43.31","60138.999374368","  80.129"," 2.862","  12.800","bn230713999"
"GRB230715072","117.79","46.04","60140.071712273","  18.688"," 2.064"," -14.080","bn230715072"
"GRB230715190","35.57","-65.18","60140.189905754"," 135.938"," 9.273","   0.512","bn230715190"
"GRB230717117","106.79","21.44","60142.117463224","  13.824"," 3.665","  -1.280","bn230717117"
"GRB230718188","185.58","39.86","60143.187527231","  24.832"," 5.655","  -1.536","bn230718188"
"GRB230723194","22.909","-67.059","60148.193558643","   0.768"," 0.231","  -0.064","bn230723194"
"GRB230723488","250.379","-5.327","60148.487882347","   6.144"," 1.810","  -0.256","bn230723488"
"GRB230724049","269.02","-36.63","60149.048951983","   0.416"," 0.273","  -0.416","bn230724049"
"GRB230725439","207.23","4.92","60150.439477765","   0.576"," 1.541","  -0.064","bn230725439"
"GRB230727460","323.83","73.65","60152.460495903","  14.592"," 2.064","   0.256","bn230727460"
"GRB230728118","343.516","28.1743","60153.118116174","  18.944"," 7.718","  -6.656","bn230728118"
"GRB230728560","354.28","13.29","60153.560269152"," 131.587"," 7.209","-107.522","bn230728560"
"GRB230729294","0.55","-62.25","60154.29357037","   0.832"," 1.231","  -0.640","bn230729294"
"GRB230731986","237.31","-58.91","60156.985606863","  10.496"," 3.566","  -4.096","bn230731986"
"GRB230802285","76.221","19.57","60158.284979506","  38.145"," 1.717"," -12.800","bn230802285"
"GRB230802999","22.22","9.62","60158.999165709","  63.744"," 4.360","  -0.768","bn230802999"
"GRB230803061","158.41","-64.38","60159.060511046","  87.554","27.141","  31.809","bn230803061"
"GRB230803642","40.04","22.24","60159.642473691","  55.552","10.828","  -1.280","bn230803642"
"GRB230803977","48.74","-33.88","60159.977294376","  27.905"," 1.864","  -1.024","bn230803977"
"GRB230804277","199.76","-45.24","60160.277035172","  39.936"," 6.069"," -24.320","bn230804277"
"GRB230805303","44.74","47.64","60161.302968704","  59.392","10.373","  -6.144","bn230805303"
"GRB230805475","220.79","62.52","60161.474694288","  60.416"," 2.360","   0.000","bn230805475"
"GRB230805684","77.36","55.25","60161.684153052","   0.384"," 0.834","  -0.032","bn230805684"
"GRB230806168","63.12","-7.33","60162.168430249","   0.576"," 0.604","  -0.320","bn230806168"

