TrigNum,Date,Time UT,"MesgType GBM LAT","RA (J2000) [deg]","Dec (J2000) [deg]","Error [deg] [arcmin]",Comments
711555530,23/07/20,14:18:45.32,GBM Flight Position,233.983,+34.583,50.00,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 254.92,25.08 [deg]. WARNING: This Notice was received with a negative intensity field -- INTEN was set to 0. The LC_URL file will not be created until ~15 min after the trigger."
711555530,23/07/20,14:18:45.32,GBM Flight Position,233.167,+34.617,50.00,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 254.92,25.08 [deg]. WARNING: This Notice was received with a negative intensity field -- INTEN was set to 0. The LC_URL file will not be created until ~15 min after the trigger."
711555530,23/07/20,14:18:45.32,GBM Flight Position,232.767,+34.633,50.00,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 254.92,25.08 [deg]. WARNING: This Notice was received with a negative intensity field -- INTEN was set to 0. The LC_URL file will not be created until ~15 min after the trigger."
711555530,23/07/20,14:18:45.32,GBM Flight Position,220.333,+35.433,11.93,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 254.92,25.08 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711555530,23/07/20,14:18:45.32,GBM Flight Position,156.000,-60.867,24.25,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 254.92,25.08 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711475906,23/07/19,16:11:41.16,GBM Flight Position,238.333,+33.483,50.00,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 240.05,25.43 [deg]. WARNING: This Notice was received with a negative intensity field -- INTEN was set to 0. The LC_URL file will not be created until ~15 min after the trigger."
711475906,23/07/19,16:11:41.16,GBM Flight Position,237.817,+33.467,50.00,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 240.05,25.43 [deg]. WARNING: This Notice was received with a negative intensity field -- INTEN was set to 0. The LC_URL file will not be created until ~15 min after the trigger."
711475906,23/07/19,16:11:41.16,GBM Flight Position,255.183,+34.650,12.18,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 240.05,25.43 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711475906,23/07/19,16:11:41.16,GBM Flight Position,227.533,+32.267,50.00,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 240.05,25.43 [deg]. WARNING: This Notice was received with a negative intensity field -- INTEN was set to 0. The LC_URL file will not be created until ~15 min after the trigger."
711470036,23/07/19,14:33:51.71,GBM Flight Position,281.733,-82.417,6.53,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 252.82,24.53 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711470036,23/07/19,14:33:51.71,GBM Flight Position,280.383,-82.600,7.25,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 252.82,24.53 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711470036,23/07/19,14:33:51.71,GBM Flight Position,278.500,-82.833,9.23,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 252.82,24.53 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711470036,23/07/19,14:33:51.71,GBM Flight Position,276.517,-83.067,14.45,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 252.82,24.53 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711470036,23/07/19,14:33:51.71,GBM Flight Position,154.717,-59.000,18.42,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 252.82,24.53 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711455096,23/07/19,10:24:51.83,GBM Flight Position,107.983,+19.233,9.83,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 91.13,-12.53 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711455096,23/07/19,10:24:51.83,GBM Flight Position,108.650,+30.633,35.90,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 91.13,-12.53 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711455096,23/07/19,10:24:51.83,GBM Flight Position,305.567,+0.517,26.17,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 91.13,-12.53 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711412937,23/07/18,22:42:12.87,GBM Flight Position,141.417,+16.917,24.83,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 124.90,22.85 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711412937,23/07/18,22:42:12.87,GBM Flight Position,193.500,+74.667,34.98,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 124.90,22.85 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711403381,23/07/18,20:02:56.98,GBM Flight Position,124.383,+25.333,5.83,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 283.95,-0.18 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711403381,23/07/18,20:02:56.98,GBM Flight Position,115.733,+19.100,9.03,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 283.95,-0.18 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711403381,23/07/18,20:02:56.98,GBM Flight Position,119.800,+22.183,13.90,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 283.95,-0.18 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711403381,23/07/18,20:02:56.98,GBM Flight Position,103.717,-74.117,50.00,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 283.95,-0.18 [deg]. WARNING: This Notice was received with a negative intensity field -- INTEN was set to 0. The LC_URL file will not be created until ~15 min after the trigger."
711400975,23/07/18,19:22:50.59,GBM Flight Position,129.217,+26.967,16.28,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 139.37,11.63 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711400975,23/07/18,19:22:50.59,GBM Flight Position,225.033,+35.333,50.00,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 139.37,11.63 [deg]. WARNING: This Notice was received with a negative intensity field -- INTEN was set to 0. The LC_URL file will not be created until ~15 min after the trigger."
711347407,23/07/18,04:30:02.35,GBM Final Position,185.580,+39.860,15.33,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
711347407,23/07/18,04:30:02.35,GBM Final Position,145.980,+23.500,33.52,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Short GRB.
711347407,23/07/18,04:30:02.35,GBM Ground Position,215.330,+35.240,17.79,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_711347407.fits
711347407,23/07/18,04:30:02.35,GBM Flight Position,214.183,+35.600,28.30,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 220.53,-22.20 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711329677,23/07/17,23:34:32.98,GBM Flight Position,123.150,+20.483,9.57,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 255.78,-8.60 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711329677,23/07/17,23:34:32.98,GBM Flight Position,122.867,+21.150,14.22,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 255.78,-8.60 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711329677,23/07/17,23:34:32.98,GBM Flight Position,144.450,+6.467,23.67,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 255.78,-8.60 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711329677,23/07/17,23:34:32.98,GBM Flight Position,164.117,+7.367,33.38,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 255.78,-8.60 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711328741,23/07/17,23:18:56.34,GBM Flight Position,117.100,+17.633,6.70,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 205.25,15.70 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711328741,23/07/17,23:18:56.34,GBM Flight Position,106.683,+17.033,10.23,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 205.25,15.70 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711328741,23/07/17,23:18:56.34,GBM Flight Position,117.017,+18.300,15.45,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 205.25,15.70 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711328741,23/07/17,23:18:56.34,GBM Flight Position,121.700,+12.750,23.92,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 205.25,15.70 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711328741,23/07/17,23:18:56.34,GBM Flight Position,112.100,+23.767,35.97,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 205.25,15.70 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711326763,23/07/17,22:45:58.27,GBM Flight Position,118.083,+19.867,9.25,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 83.95,6.68 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711326763,23/07/17,22:45:58.27,GBM Flight Position,113.233,+17.367,10.80,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 83.95,6.68 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711326763,23/07/17,22:45:58.27,GBM Flight Position,115.483,+12.917,22.52,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 83.95,6.68 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711316831,23/07/17,20:00:26.40,GBM Flight Position,120.200,+15.550,37.53,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 221.78,24.20 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711316831,23/07/17,20:00:26.40,GBM Flight Position,101.550,-25.200,35.70,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 221.78,24.20 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711299080,23/07/17,15:04:35.89,GBM Flight Position,29.767,+71.467,6.88,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 250.77,23.08 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711299080,23/07/17,15:04:35.89,GBM Flight Position,258.500,-82.083,7.70,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 250.77,23.08 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711299080,23/07/17,15:04:35.89,GBM Flight Position,162.633,-61.000,9.67,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 250.77,23.08 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711299080,23/07/17,15:04:35.89,GBM Flight Position,26.467,+70.833,11.80,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 250.77,23.08 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711299080,23/07/17,15:04:35.89,GBM Flight Position,162.400,-60.600,16.20,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 250.77,23.08 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
711293230,23/07/17,13:27:05.02,GBM Flight Position,236.833,+37.267,50.00,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 265.22,20.82 [deg]. WARNING: This Notice was received with a negative intensity field -- INTEN was set to 0. The LC_URL file will not be created until ~15 min after the trigger."
