GRBName,Trig_no,healpix,locmap
bn230709994,710639477,2048,2048
bn230710826,710711405,0,0
bn230710925,710719928,2048,2048
bn230711169,710741042,2048,2048
bn230711750,710791222,2048,2048
bn230711838,710798846,2048,2048
bn230712027,710815158,0,2048
bn230712093,710820874,2048,2048
bn230712369,710844667,2048,2048
bn230712868,710887802,0,0
bn230712898,710890415,2048,2048
bn230712962,710895921,2048,2048
bn230713220,710918226,2048,2048
bn230713670,710957060,2048,2048
bn230713999,710985550,0,0
bn230714211,711003812,2048,2048
bn230714393,711019587,2048,2048
bn230714403,711020427,2048,2048
bn230714456,711024988,2048,2048
bn230714522,711030693,2048,2048
bn230714725,711048233,2048,2048
bn230715072,711078200,0,0
bn230715190,711088412,0,0
bn230715410,711107390,2048,2048
bn230715667,711129629,2048,2048
bn230716205,711176089,2048,2048
bn230716436,711196079,2048,2048
bn230716630,711212841,2048,2048
bn230716719,711220557,2048,2048
bn230716735,711221916,2048,2048
bn230717048,711248946,2048,2048
bn230717117,711254953,0,0
bn230717422,711281288,2048,2048
bn230717493,711287443,2048,2048
bn230717531,711290652,2048,2048
bn230717560,711293230,2048,2048
bn230717628,711299080,2048,2048
bn230717834,711316831,2048,2048
bn230717949,711326763,2048,2048
bn230717971,711328741,2048,2048
bn230717982,711329677,2048,2048
bn230718188,711347407,0,2048
bn230718808,711400975,2048,2048
bn230718835,711403381,2048,2048
bn230718946,711412937,2048,2048
bn230719434,711455096,2048,2048
bn230719607,711470036,2048,2048
bn230719675,711475906,2048,2048
bn230720596,711555530,2048,2048
bn230721798,711659362,2048,2048
bn230722176,711691996,2048,2048
bn230723194,711779928,0,0
bn230723488,711805358,0,0
bn230724049,711853834,0,0
bn230724873,711925041,2048,2048
bn230725439,711973975,0,0
bn230725540,711982704,0,0
bn230726664,712079778,2048,2048
bn230727404,712143685,2048,2048
bn230727460,712148591,0,0
bn230728560,712243612,0,0
bn230728656,712251881,2048,2048
bn230729151,712294657,2048,2048
bn230729220,712300595,2048,2048
bn230729294,712306969,0,0
bn230730262,712390645,2048,2048
bn230730552,712415689,2048,2048
bn230731283,712478828,2048,2048
bn230731327,712482682,2048,2048
bn230731675,712512744,2048,2048
bn230731986,712539561,0,0
bn230801655,712597426,2048,2048
bn230802285,712651827,2048,2048
bn230802316,712654501,2048,2048
bn230802999,712713532,0,0
bn230803061,712718833,0,0
bn230803092,712721549,2048,2048
bn230803642,712769114,0,0
bn230803977,712798043,0,0
bn230804277,712823940,0,2048
bn230805180,712901915,2048,2048
bn230805303,712912581,0,0
bn230805395,712920509,2048,2048
bn230805475,712927418,2048,2048
bn230805684,712945515,0,0
bn230805708,712947599,2048,2048
bn230805778,712953666,2048,2048
bn230805914,712965395,2048,2048
bn230805931,712966862,2048,2048
bn230806049,712977016,2048,2048
bn230806168,712987357,0,2048
bn230806217,712991593,0,0
bn230806454,713012024,2048,2048
